date,stream,value,se
2019-02-24,QPA,0.17515625,
2019-02-25,QPA,0.177385417,
2019-02-26,QPA,0.19253125,
2019-02-27,QPA,0.271989583,
2019-02-28,QPA,0.209291667,
2019-03-01,QPA,0.194552083,
2019-03-02,QPA,0.1845,
2019-03-03,QPA,0.180875,
2019-03-04,QPA,0.209239583,
2019-03-05,QPA,0.191072917,
2019-03-06,QPA,0.182604167,
2019-03-07,QPA,0.179354167,
2019-03-08,QPA,0.177427083,
2019-03-09,QPA,0.185645833,
2019-03-10,QPA,0.217489583,
2019-03-11,QPA,0.22990625,
2019-03-12,QPA,0.1920625,
2019-03-13,QPA,0.183833333,
2019-03-14,QPA,0.18203125,
2019-03-15,QPA,0.177895833,
2019-03-16,QPA,0.177510417,
2019-03-17,QPA,0.177041667,
2019-03-18,QPA,0.176083333,
2019-03-19,QPA,0.17403125,
2019-03-20,QPA,0.174052083,
2019-03-21,QPA,0.174083333,
2019-03-22,QPA,0.179416667,
2019-03-23,QPA,0.18821875,
2019-03-24,QPA,0.202104167,
2019-03-25,QPA,0.219270833,
2019-03-26,QPA,0.18146875,
2019-03-27,QPA,0.1769375,
2019-03-28,QPA,0.17534375,
2019-03-29,QPA,0.175166667,
2019-03-30,QPA,0.17415625,
2019-03-31,QPA,0.173104167,
2019-04-01,QPA,0.171760417,
2019-04-02,QPA,0.1735625,
2019-04-03,QPA,0.171229167,
2019-04-04,QPA,0.183979167,
2019-04-05,QPA,0.1733125,
2019-04-06,QPA,0.174541667,
2019-04-07,QPA,0.1716875,
2019-04-08,QPA,0.172364583,
2019-04-09,QPA,0.171635417,
2019-04-10,QPA,0.172447917,
2019-04-11,QPA,0.1728125,
2019-04-12,QPA,0.173677083,
2019-04-13,QPA,0.1693125,
2019-04-14,QPA,0.175229167,
2019-04-15,QPA,0.167583333,
2019-04-16,QPA,0.169778947,
2019-04-17,QPA,0.165864583,
2019-04-18,QPA,0.156947917,
2019-04-19,QPA,0.1568125,
2019-04-20,QPA,0.161260417,
2019-04-21,QPA,0.178385417,
2019-04-22,QPA,0.180708333,
2019-04-23,QPA,0.157666667,
2019-04-24,QPA,0.154708333,
2019-04-25,QPA,0.153291667,
2019-04-26,QPA,0.153770833,
2019-04-27,QPA,0.152989583,
2019-04-28,QPA,0.235364583,
2019-04-29,QPA,0.22925,
2019-04-30,QPA,0.167895833,
2019-05-01,QPA,0.20578125,
2019-05-02,QPA,0.265625,
2019-05-03,QPA,0.18853125,
2019-05-04,QPA,0.1825,
2019-05-05,QPA,0.181083333,
2019-05-06,QPA,0.21053125,
2019-05-07,QPA,0.19065625,
2019-05-08,QPA,0.179802083,
2019-05-09,QPA,0.17628125,
2019-05-10,QPA,0.180791667,
2019-05-11,QPA,0.177385417,
2019-05-12,QPA,0.177104167,
2019-05-13,QPA,0.173375,
2019-05-14,QPA,0.17084375,
2019-05-15,QPA,0.170427083,
2019-05-16,QPA,0.170364583,
2019-05-17,QPA,0.169989583,
2019-05-18,QPA,0.170135417,
2019-05-19,QPA,0.1690625,
2019-05-20,QPA,0.25375,
2019-05-21,QPA,0.203770833,
2019-05-22,QPA,0.180364583,
2019-05-23,QPA,0.1785,
2019-05-24,QPA,0.2040625,
2019-05-25,QPA,0.186708333,
2019-05-26,QPA,0.176583333,
2019-05-27,QPA,0.192864583,
2019-05-28,QPA,0.2195,
2019-05-29,QPA,0.231947917,
2019-05-30,QPA,0.241625,
2019-05-31,QPA,0.200833333,
2017-01-01,QPB,0.180552083,
2017-01-02,QPB,0.18440625,
2017-01-03,QPB,0.165208333,
2017-01-04,QPB,0.136916667,
2017-01-05,QPB,0.1335625,
2017-01-06,QPB,0.150739583,
2017-01-07,QPB,0.156177083,
2017-01-08,QPB,0.147333333,
2017-01-09,QPB,0.142854167,
2017-01-10,QPB,0.129229167,
2017-01-11,QPB,0.19428125,
2017-01-12,QPB,0.167666667,
2017-01-13,QPB,0.1560625,
2017-01-14,QPB,0.155125,
2017-01-15,QPB,0.15309375,
2017-01-16,QPB,0.165395833,
2017-01-17,QPB,0.220416667,
2017-01-18,QPB,0.22609375,
2017-01-19,QPB,0.14640625,
2017-01-20,QPB,0.137625,
2017-01-21,QPB,0.137010417,
2017-01-22,QPB,0.1253125,
2017-01-23,QPB,0.1098125,
2017-01-24,QPB,0.125083333,
2017-01-25,QPB,0.12934375,
2017-01-26,QPB,0.120958333,
2017-01-27,QPB,0.118302083,
2017-01-28,QPB,0.117625,
2017-01-29,QPB,0.120708333,
2017-01-30,QPB,0.120135417,
2017-01-31,QPB,0.119291667,
2017-02-01,QPB,0.11575,
2017-02-02,QPB,0.11334375,
2017-02-03,QPB,0.11259375,
2017-02-04,QPB,0.1194375,
2017-02-05,QPB,0.151,
2017-02-06,QPB,0.1515,
2017-02-07,QPB,0.16340625,
2017-02-08,QPB,0.12475,
2017-02-09,QPB,0.113791667,
2017-02-10,QPB,0.113342857,
2017-02-11,QPB,NA,
2017-02-12,QPB,NA,
2017-02-13,QPB,NA,
2017-02-14,QPB,NA,
2017-02-15,QPB,NA,
2017-02-16,QPB,NA,
2017-02-17,QPB,NA,
2017-02-18,QPB,NA,
2017-02-19,QPB,NA,
2017-02-20,QPB,NA,
2017-02-21,QPB,NA,
2017-02-22,QPB,NA,
2017-02-23,QPB,NA,
2017-02-24,QPB,NA,
2017-02-25,QPB,NA,
2017-02-26,QPB,NA,
2017-02-27,QPB,NA,
2017-02-28,QPB,NA,
2017-03-01,QPB,NA,
2017-03-02,QPB,NA,
2017-03-03,QPB,NA,
2017-03-04,QPB,NA,
2017-03-05,QPB,NA,
2017-03-06,QPB,NA,
2017-03-07,QPB,NA,
2017-03-08,QPB,NA,
2017-03-09,QPB,NA,
2017-03-10,QPB,0.184887097,
2017-03-11,QPB,0.150072917,
2017-03-12,QPB,0.136708333,
2017-03-13,QPB,0.1299375,
2017-03-14,QPB,0.124552083,
2017-03-15,QPB,0.118770833,
2017-03-16,QPB,0.11946875,
2017-03-17,QPB,0.116635417,
2017-03-18,QPB,0.116260417,
2017-03-19,QPB,0.112885417,
2017-03-20,QPB,0.127479167,
2017-03-21,QPB,0.113020833,
2017-03-22,QPB,0.114635417,
2017-03-23,QPB,0.202770833,
2017-03-24,QPB,0.16315625,
2017-03-25,QPB,0.144364583,
2017-03-26,QPB,0.126802083,
2017-03-27,QPB,0.11815625,
2017-03-28,QPB,0.169625,
2017-03-29,QPB,0.167625,
2017-03-30,QPB,0.139375,
2017-03-31,QPB,0.125010417,
2017-04-01,QPB,0.119635417,
2017-04-02,QPB,0.115822917,
2017-04-03,QPB,0.210031579,
2017-04-04,QPB,0.161427083,
2017-04-05,QPB,0.148947917,
2017-04-06,QPB,0.144645833,
2017-04-07,QPB,0.141708333,
2017-04-08,QPB,0.138666667,
2017-04-09,QPB,0.135385417,
2017-04-10,QPB,0.1401875,
2017-04-11,QPB,0.135020833,
2017-04-12,QPB,0.13234375,
2017-04-13,QPB,0.1781875,
2017-04-14,QPB,0.171427083,
2017-04-15,QPB,0.15696875,
2017-04-16,QPB,0.228583333,
2017-04-17,QPB,0.33340625,
2017-04-18,QPB,0.254791667,
2017-04-19,QPB,0.199510417,
2017-04-20,QPB,0.1740625,
2017-04-21,QPB,0.1628125,
2017-04-22,QPB,0.157239583,
2017-04-23,QPB,0.157895833,
2017-04-24,QPB,0.203791667,
2017-04-25,QPB,0.1543125,
2017-04-26,QPB,0.149385417,
2017-04-27,QPB,0.143739583,
2017-04-28,QPB,0.14784375,
2017-04-29,QPB,0.242697917,
2017-04-30,QPB,0.28778125,
2017-05-01,QPB,0.331645833,
2017-05-02,QPB,0.221270833,
2017-05-03,QPB,0.19059375,
2017-05-04,QPB,0.18071875,
2017-05-05,QPB,0.181114583,
2017-05-06,QPB,0.181083333,
2017-05-07,QPB,0.175302083,
2017-05-08,QPB,0.173833333,
2017-05-09,QPB,0.180854167,
2017-05-10,QPB,0.1755625,
2017-05-11,QPB,0.169083333,
2017-05-12,QPB,0.165302083,
2017-05-13,QPB,0.1581875,
2017-05-14,QPB,0.15871875,
2017-05-15,QPB,0.163864583,
2017-05-16,QPB,0.154510417,
2017-05-17,QPB,0.148833333,
2017-05-18,QPB,0.147010417,
2017-05-19,QPB,0.145239583,
2017-05-20,QPB,0.147489583,
2017-05-21,QPB,0.157822917,
2017-05-22,QPB,0.14959375,
2017-05-23,QPB,0.139520833,
2017-05-24,QPB,0.139416667,
2017-05-25,QPB,0.1413125,
2017-05-26,QPB,0.147083333,
2017-05-27,QPB,0.143947917,
2017-05-28,QPB,0.146604167,
2017-05-29,QPB,0.201385417,
2017-05-30,QPB,0.20278125,
2017-05-31,QPB,0.244625,
2017-06-01,QPB,0.177645833,
2017-06-02,QPB,0.185802083,
2017-06-03,QPB,0.158010417,
2017-06-04,QPB,0.146729167,
2017-06-05,QPB,0.14434375,
2017-06-06,QPB,0.1383125,
2017-06-07,QPB,0.137760417,
2017-06-08,QPB,0.18596875,
2017-06-09,QPB,0.185427083,
2017-06-10,QPB,0.162708333,
2017-06-11,QPB,0.159552083,
2017-06-12,QPB,0.153104167,
2017-06-13,QPB,0.143677083,
2017-06-14,QPB,0.150541667,
2017-06-15,QPB,0.148270833,
2017-06-16,QPB,0.1391875,
2017-06-17,QPB,0.14996875,
2017-06-18,QPB,0.153979167,
2017-06-19,QPB,0.294978947,
2017-06-20,QPB,0.23440625,
2017-06-21,QPB,0.214239583,
2017-06-22,QPB,0.183333333,
2017-06-23,QPB,0.173729167,
2017-06-24,QPB,0.183020833,
2017-06-25,QPB,0.167333333,
2017-06-26,QPB,0.19296875,
2017-06-27,QPB,0.164416667,
2017-06-28,QPB,0.172333333,
2017-06-29,QPB,0.18340625,
2017-06-30,QPB,0.178520833,
2017-07-01,QPB,0.164375,
2017-07-02,QPB,0.1530625,
2017-07-03,QPB,0.152802083,
2017-07-04,QPB,0.183697917,
2017-07-05,QPB,0.311484848,
2017-07-06,QPB,NA,
2017-07-07,QPB,NA,
2017-07-08,QPB,NA,
2017-07-09,QPB,NA,
2017-07-10,QPB,NA,
2017-07-11,QPB,NA,
2017-07-12,QPB,NA,
2017-07-13,QPB,NA,
2017-07-14,QPB,NA,
2017-07-15,QPB,NA,
2017-07-16,QPB,NA,
2017-07-17,QPB,NA,
2017-07-18,QPB,NA,
2017-07-19,QPB,NA,
2017-07-20,QPB,NA,
2017-07-21,QPB,NA,
2017-07-22,QPB,NA,
2017-07-23,QPB,NA,
2017-07-24,QPB,NA,
2017-07-25,QPB,NA,
2017-07-26,QPB,NA,
2017-07-27,QPB,NA,
2017-07-28,QPB,NA,
2017-07-29,QPB,NA,
2017-07-30,QPB,NA,
2017-07-31,QPB,NA,
2017-08-01,QPB,NA,
2017-08-02,QPB,0.194453125,
2017-08-03,QPB,0.185375,
2017-08-04,QPB,0.215479167,
2017-08-05,QPB,0.193395833,
2017-08-06,QPB,0.1976875,
2017-08-07,QPB,0.223270833,
2017-08-08,QPB,0.187739583,
2017-08-09,QPB,0.19515625,
2017-08-10,QPB,0.188697917,
2017-08-11,QPB,0.166385417,
2017-08-12,QPB,0.163208333,
2017-08-13,QPB,0.16209375,
2017-08-14,QPB,0.196447917,
2017-08-15,QPB,0.270666667,
2017-08-16,QPB,0.205125,
2017-08-17,QPB,0.372354167,
2017-08-18,QPB,0.233697917,
2017-08-19,QPB,0.269302083,
2017-08-20,QPB,0.330927083,
2017-08-21,QPB,0.294614583,
2017-08-22,QPB,0.248666667,
2017-08-23,QPB,0.2125625,
2017-08-24,QPB,0.209083333,
2017-08-25,QPB,0.226916667,
2017-08-26,QPB,0.207010417,
2017-08-27,QPB,0.266697917,
2017-08-28,QPB,0.248947917,
2017-08-29,QPB,0.254333333,
2017-08-30,QPB,0.239229167,
2017-08-31,QPB,0.229302083,
2017-09-01,QPB,0.225854167,
2017-09-02,QPB,0.21721875,
2017-09-03,QPB,0.220979167,
2017-09-04,QPB,0.199197917,
2017-09-05,QPB,0.20584375,
2017-09-06,QPB,0.24809375,
2017-09-07,QPB,0.3423125,
2017-09-08,QPB,0.27909375,
2017-09-09,QPB,0.22428125,
2017-09-10,QPB,0.209895833,
2017-09-11,QPB,0.276239583,
2017-09-12,QPB,0.230020833,
2017-09-13,QPB,0.207333333,
2017-09-14,QPB,0.193541667,
2017-09-15,QPB,0.1880625,
2017-09-16,QPB,0.1840625,
2017-09-17,QPB,0.18059375,
2017-09-18,QPB,0.171978947,
2017-09-19,QPB,0.199166667,
2017-09-20,QPB,0.286302083,
2017-09-21,QPB,0.312072917,
2017-09-22,QPB,0.287895833,
2017-09-23,QPB,0.23615625,
2017-09-24,QPB,0.2176875,
2017-09-25,QPB,0.206427083,
2017-09-26,QPB,0.19796875,
2017-09-27,QPB,0.193927083,
2017-09-28,QPB,0.192770833,
2017-09-29,QPB,0.19234375,
2017-09-30,QPB,0.214145833,
2017-10-01,QPB,0.192791667,
2017-10-02,QPB,0.179239583,
2017-10-03,QPB,0.208427083,
2017-10-04,QPB,0.1900625,
2017-10-05,QPB,0.19234375,
2017-10-06,QPB,0.1880625,
2017-10-07,QPB,0.18175,
2017-10-08,QPB,0.174447917,
2017-10-09,QPB,0.208604167,
2017-10-10,QPB,0.236875,
2017-10-11,QPB,0.211270833,
2017-10-12,QPB,0.185822917,
2017-10-13,QPB,0.182885417,
2017-10-14,QPB,0.204427083,
2017-10-15,QPB,0.242604167,
2017-10-16,QPB,0.324041667,
2017-10-17,QPB,0.281447917,
2017-10-18,QPB,0.241020833,
2017-10-19,QPB,0.209105263,
2017-10-20,QPB,0.19915625,
2017-10-21,QPB,0.194645833,
2017-10-22,QPB,0.188427083,
2017-10-23,QPB,0.184072917,
2017-10-24,QPB,0.181614583,
2017-10-25,QPB,0.177,
2017-10-26,QPB,0.173791667,
2017-10-27,QPB,0.171041667,
2017-10-28,QPB,0.168291667,
2017-10-29,QPB,0.179489583,
2017-10-30,QPB,0.162083333,
2017-10-31,QPB,0.158875,
2017-11-01,QPB,0.160114583,
2017-11-02,QPB,0.161604167,
2017-11-03,QPB,0.15625,
2017-11-04,QPB,0.1536875,
2017-11-05,QPB,0.242760417,
2017-11-06,QPB,0.185614583,
2017-11-07,QPB,0.190364583,
2017-11-08,QPB,0.240645833,
2017-11-09,QPB,0.233854167,
2017-11-10,QPB,0.179489583,
2017-11-11,QPB,0.184583333,
2017-11-12,QPB,0.224104167,
2017-11-13,QPB,0.191145833,
2017-11-14,QPB,0.18128125,
2017-11-15,QPB,0.2255625,
2017-11-16,QPB,0.181114583,
2017-11-17,QPB,0.173052083,
2017-11-18,QPB,0.172739583,
2017-11-19,QPB,0.17228125,
2017-11-20,QPB,0.170479167,
2017-11-21,QPB,0.165427083,
2017-11-22,QPB,0.160020833,
2017-11-23,QPB,0.158114583,
2017-11-24,QPB,0.15915625,
2017-11-25,QPB,0.171677083,
2017-11-26,QPB,0.154739583,
2017-11-27,QPB,0.15196875,
2017-11-28,QPB,0.149927083,
2017-11-29,QPB,0.14925,
2017-11-30,QPB,0.145666667,
2017-12-01,QPB,0.142739583,
2017-12-02,QPB,0.14146875,
2017-12-03,QPB,0.140322917,
2017-12-04,QPB,0.141697917,
2017-12-05,QPB,0.206177083,
2017-12-06,QPB,0.25471875,
2017-12-07,QPB,0.241697917,
2017-12-08,QPB,0.186708333,
2017-12-09,QPB,0.169447917,
2017-12-10,QPB,0.163447917,
2017-12-11,QPB,0.171854167,
2017-12-12,QPB,0.153885417,
2017-12-13,QPB,0.152354167,
2017-12-14,QPB,0.148052083,
2017-12-15,QPB,0.144302083,
2017-12-16,QPB,0.15653125,
2017-12-17,QPB,0.18834375,
2017-12-18,QPB,0.211854167,
2017-12-19,QPB,0.20809375,
2017-12-20,QPB,0.169052083,
2017-12-21,QPB,0.181083333,
2017-12-22,QPB,0.17325,
2017-12-23,QPB,0.164270833,
2017-12-24,QPB,0.204604167,
2017-12-25,QPB,0.191552083,
2017-12-26,QPB,0.18309375,
2017-12-27,QPB,0.200895833,
2017-12-28,QPB,0.198770833,
2017-12-29,QPB,0.18153125,
2017-12-30,QPB,0.177979167,
2017-12-31,QPB,0.175041667,
2018-01-01,QPB,0.189708333,
2018-01-02,QPB,0.173760417,
2018-01-03,QPB,0.163447917,
2018-01-04,QPB,0.157145833,
2018-01-05,QPB,0.168625,
2018-01-06,QPB,0.174708333,
2018-01-07,QPB,0.161229167,
2018-01-08,QPB,0.156333333,
2018-01-09,QPB,0.1768125,
2018-01-10,QPB,0.16215625,
2018-01-11,QPB,0.227989583,
2018-01-12,QPB,0.18459375,
2018-01-13,QPB,0.1854375,
2018-01-14,QPB,0.220072917,
2018-01-15,QPB,0.195052083,
2018-01-16,QPB,0.20796875,
2018-01-17,QPB,0.210541667,
2018-01-18,QPB,0.179395833,
2018-01-19,QPB,0.172291667,
2018-01-20,QPB,0.16775,
2018-01-21,QPB,0.1640625,
2018-01-22,QPB,0.165364583,
2018-01-23,QPB,0.16609375,
2018-01-24,QPB,0.169552083,
2018-01-25,QPB,0.228729167,
2018-01-26,QPB,0.19953125,
2018-01-27,QPB,0.268989583,
2018-01-28,QPB,0.254875,
2018-01-29,QPB,0.292104167,
2018-01-30,QPB,0.22575,
2018-01-31,QPB,0.19890625,
2018-02-01,QPB,0.188010417,
2018-02-02,QPB,0.1905625,
2018-02-03,QPB,0.20865625,
2018-02-04,QPB,0.19359375,
2018-02-05,QPB,0.18196875,
2018-02-06,QPB,0.17678125,
2018-02-07,QPB,0.173822917,
2018-02-08,QPB,0.174541667,
2018-02-09,QPB,0.183864583,
2018-02-10,QPB,0.196322917,
2018-02-11,QPB,0.18921875,
2018-02-12,QPB,0.208354167,
2018-02-13,QPB,0.210104167,
2018-02-14,QPB,0.184833333,
2018-02-15,QPB,0.181333333,
2018-02-16,QPB,0.244583333,
2018-02-17,QPB,0.22603125,
2018-02-18,QPB,0.19809375,
2018-02-19,QPB,0.187375,
2018-02-20,QPB,0.19959375,
2018-02-21,QPB,0.23859375,
2018-02-22,QPB,0.229489583,
2018-02-23,QPB,0.206427083,
2018-02-24,QPB,0.225208333,
2018-02-25,QPB,0.225979167,
2018-02-26,QPB,0.247385417,
2018-02-27,QPB,0.202072917,
2018-02-28,QPB,0.19375,
2018-03-01,QPB,0.195958333,
2018-03-02,QPB,0.184135417,
2018-03-03,QPB,0.180802083,
2018-03-04,QPB,0.17775,
2018-03-05,QPB,0.175583333,
2018-03-06,QPB,0.171083333,
2018-03-07,QPB,0.167395833,
2018-03-08,QPB,0.1653125,
2018-03-09,QPB,0.163458333,
2018-03-10,QPB,0.161760417,
2018-03-11,QPB,0.161385417,
2018-03-12,QPB,0.15875,
2018-03-13,QPB,0.158729167,
2018-03-14,QPB,0.155895833,
2018-03-15,QPB,0.151604167,
2018-03-16,QPB,0.148833333,
2018-03-17,QPB,0.1480625,
2018-03-18,QPB,0.146302083,
2018-03-19,QPB,0.144614583,
2018-03-20,QPB,0.143802083,
2018-03-21,QPB,0.142625,
2018-03-22,QPB,0.14228125,
2018-03-23,QPB,0.142802083,
2018-03-24,QPB,0.163104167,
2018-03-25,QPB,0.210083333,
2018-03-26,QPB,0.154572917,
2018-03-27,QPB,0.18125,
2018-03-28,QPB,0.183166667,
2018-03-29,QPB,0.158989583,
2018-03-30,QPB,0.148479167,
2018-03-31,QPB,0.14565625,
2018-04-01,QPB,0.144052083,
2018-04-02,QPB,0.143989583,
2018-04-03,QPB,0.143739583,
2018-04-04,QPB,0.143708333,
2018-04-05,QPB,0.128604167,
2018-04-06,QPB,0.127520833,
2018-04-07,QPB,0.12696875,
2018-04-08,QPB,0.12603125,
2018-04-09,QPB,0.129458333,
2018-04-10,QPB,0.135625,
2018-04-11,QPB,0.18096875,
2018-04-12,QPB,0.136135417,
2018-04-13,QPB,0.13209375,
2018-04-14,QPB,0.144552083,
2018-04-15,QPB,0.184510417,
2018-04-16,QPB,0.16990625,
2018-04-17,QPB,0.206104167,
2018-04-18,QPB,0.193895833,
2018-04-19,QPB,0.208302083,
2018-04-20,QPB,0.16165625,
2018-04-21,QPB,0.215083333,
2018-04-22,QPB,0.1609375,
2018-04-23,QPB,0.166916667,
2018-04-24,QPB,0.157822917,
2018-04-25,QPB,0.144760417,
2018-04-26,QPB,0.14165625,
2018-04-27,QPB,0.139333333,
2018-04-28,QPB,0.13671875,
2018-04-29,QPB,0.13428125,
2018-04-30,QPB,0.134333333,
2018-05-01,QPB,0.142958333,
2018-05-02,QPB,0.138979167,
2018-05-03,QPB,0.18721875,
2018-05-04,QPB,0.236135417,
2018-05-05,QPB,0.24778125,
2018-05-06,QPB,0.21984375,
2018-05-07,QPB,0.18090625,
2018-05-08,QPB,0.1828125,
2018-05-09,QPB,0.209114583,
2018-05-10,QPB,0.165739583,
2018-05-11,QPB,0.156604167,
2018-05-12,QPB,0.166229167,
2018-05-13,QPB,0.152885417,
2018-05-14,QPB,0.181145833,
2018-05-15,QPB,0.189447917,
2018-05-16,QPB,0.151239583,
2018-05-17,QPB,0.1805625,
2018-05-18,QPB,0.205458333,
2018-05-19,QPB,0.202583333,
2018-05-20,QPB,0.17578125,
2018-05-21,QPB,0.188645833,
2018-05-22,QPB,0.20128125,
2018-05-23,QPB,0.181177083,
2018-05-24,QPB,0.162791667,
2018-05-25,QPB,0.18175,
2018-05-26,QPB,0.190072917,
2018-05-27,QPB,0.159,
2018-05-28,QPB,0.2315,
2018-05-29,QPB,0.165125,
2018-05-30,QPB,0.191145833,
2018-05-31,QPB,0.157572917,
2018-06-01,QPB,0.14878125,
2018-06-02,QPB,0.142489583,
2018-06-03,QPB,0.137875,
2018-06-04,QPB,0.1344375,
2018-06-05,QPB,0.132416667,
2018-06-06,QPB,0.13284375,
2018-06-07,QPB,0.12990625,
2018-06-08,QPB,0.127895833,
2018-06-09,QPB,0.13075,
2018-06-10,QPB,0.161625,
2018-06-11,QPB,0.145354167,
2018-06-12,QPB,0.15878125,
2018-06-13,QPB,0.132552083,
2018-06-14,QPB,0.125208333,
2018-06-15,QPB,0.122375,
2018-06-16,QPB,0.122416667,
2018-06-17,QPB,0.120645833,
2018-06-18,QPB,0.12103125,
2018-06-19,QPB,0.125666667,
2018-06-20,QPB,0.123583333,
2018-06-21,QPB,0.121302083,
2018-06-22,QPB,0.126375,
2018-06-23,QPB,0.260760417,
2018-06-24,QPB,0.200927083,
2018-06-25,QPB,0.164864583,
2018-06-26,QPB,0.140979167,
2018-06-27,QPB,0.133927083,
2018-06-28,QPB,0.142541667,
2018-06-29,QPB,0.133510417,
2018-06-30,QPB,0.126427083,
2018-07-01,QPB,0.123416667,
2018-07-02,QPB,0.1211875,
2018-07-03,QPB,0.11990625,
2018-07-04,QPB,0.119135417,
2018-07-05,QPB,0.118385417,
2018-07-06,QPB,0.1164375,
2018-07-07,QPB,0.113979167,
2018-07-08,QPB,0.116375,
2018-07-09,QPB,0.200489583,
2018-07-10,QPB,0.174354167,
2018-07-11,QPB,0.130427083,
2018-07-12,QPB,0.124479167,
2018-07-13,QPB,0.122375,
2018-07-14,QPB,0.120708333,
2018-07-15,QPB,0.121875,
2018-07-16,QPB,0.149989583,
2018-07-17,QPB,0.14284375,
2018-07-18,QPB,0.125947917,
2018-07-19,QPB,0.167083333,
2018-07-20,QPB,0.137375,
2018-07-21,QPB,0.126572917,
2018-07-22,QPB,0.123802083,
2018-07-23,QPB,0.124333333,
2018-07-24,QPB,0.130885417,
2018-07-25,QPB,0.133520833,
2018-07-26,QPB,0.143489583,
2018-07-27,QPB,0.125958333,
2018-07-28,QPB,0.122114583,
2018-07-29,QPB,0.12184375,
2018-07-30,QPB,0.120875,
2018-07-31,QPB,0.119572917,
2018-08-01,QPB,0.125885417,
2018-08-02,QPB,0.135260417,
2018-08-03,QPB,0.18465625,
2018-08-04,QPB,0.232666667,
2018-08-05,QPB,0.261104167,
2018-08-06,QPB,0.288739583,
2018-08-07,QPB,0.242552083,
2018-08-08,QPB,0.236,
2018-08-09,QPB,0.233760417,
2018-08-10,QPB,0.231677083,
2018-08-11,QPB,0.23190625,
2018-08-12,QPB,0.2325,
2018-08-13,QPB,0.235916667,
2018-08-14,QPB,0.24678125,
2018-08-15,QPB,0.23646875,
2018-08-16,QPB,0.288177083,
2018-08-17,QPB,0.306760417,
2018-08-18,QPB,0.276270833,
2018-08-19,QPB,0.250802083,
2018-08-20,QPB,0.242479167,
2018-08-21,QPB,0.282083333,
2018-08-22,QPB,0.259729167,
2018-08-23,QPB,0.28996875,
2018-08-24,QPB,0.297791667,
2018-08-25,QPB,0.26671875,
2018-08-26,QPB,0.319458333,
2018-08-27,QPB,0.267708333,
2018-08-28,QPB,0.339895833,
2018-08-29,QPB,0.40184375,
2018-08-30,QPB,0.34234375,
2018-08-31,QPB,0.303645833,
2018-09-01,QPB,0.27746875,
2018-09-02,QPB,0.269114583,
2018-09-03,QPB,0.283239583,
2018-09-04,QPB,0.310614583,
2018-09-05,QPB,0.286885417,
2018-09-06,QPB,0.270052083,
2018-09-07,QPB,0.258979167,
2018-09-08,QPB,0.253729167,
2018-09-09,QPB,0.251541667,
2018-09-10,QPB,0.249583333,
2018-09-11,QPB,0.24803125,
2018-09-12,QPB,0.24559375,
2018-09-13,QPB,0.253572917,
2018-09-14,QPB,0.294927083,
2018-09-15,QPB,0.291114583,
2018-09-16,QPB,0.2594375,
2018-09-17,QPB,0.251072917,
2018-09-18,QPB,0.249166667,
2018-09-19,QPB,0.245635417,
2018-09-20,QPB,0.2504375,
2018-09-21,QPB,0.243010417,
2018-09-22,QPB,0.243770833,
2018-09-23,QPB,0.241895833,
2018-09-24,QPB,0.243708333,
2018-09-25,QPB,0.371416667,
2018-09-26,QPB,0.29034375,
2018-09-27,QPB,0.265072917,
2018-09-28,QPB,0.3344375,
2018-09-29,QPB,0.393989583,
2018-09-30,QPB,0.301354167,
2018-10-01,QPB,0.273447917,
2018-10-02,QPB,0.263604167,
2018-10-03,QPB,0.258802083,
2018-10-04,QPB,0.2544375,
2018-10-05,QPB,0.3155625,
2018-10-06,QPB,0.328520833,
2018-10-07,QPB,0.289114583,
2018-10-08,QPB,0.274427083,
2018-10-09,QPB,0.334708333,
2018-10-10,QPB,0.316708333,
2018-10-11,QPB,0.281739583,
2018-10-12,QPB,0.286177083,
2018-10-13,QPB,0.28559375,
2018-10-14,QPB,0.276583333,
2018-10-15,QPB,0.341052083,
2018-10-16,QPB,0.308322917,
2018-10-17,QPB,0.314302083,
2018-10-18,QPB,0.29759375,
2018-10-19,QPB,0.28625,
2018-10-20,QPB,0.287916667,
2018-10-21,QPB,0.276989583,
2018-10-22,QPB,0.3500625,
2018-10-23,QPB,0.342864583,
2018-10-24,QPB,0.292822917,
2018-10-25,QPB,0.278833333,
2018-10-26,QPB,0.269177083,
2018-10-27,QPB,0.264583333,
2018-10-28,QPB,0.259833333,
2018-10-29,QPB,0.217147368,
2018-10-30,QPB,0.175645833,
2018-10-31,QPB,0.1739375,
2018-11-01,QPB,0.17259375,
2018-11-02,QPB,0.19278125,
2018-11-03,QPB,0.199458333,
2018-11-04,QPB,0.354739583,
2018-11-05,QPB,0.323958333,
2018-11-06,QPB,0.259052083,
2018-11-07,QPB,0.247166667,
2018-11-08,QPB,0.267614583,
2018-11-09,QPB,0.22028125,
2018-11-10,QPB,0.2131875,
2018-11-11,QPB,0.281041667,
2018-11-12,QPB,0.258583333,
2018-11-13,QPB,0.333114583,
2018-11-14,QPB,0.331791667,
2018-11-15,QPB,0.281520833,
2018-11-16,QPB,0.2918125,
2018-11-17,QPB,0.27528125,
2018-11-18,QPB,0.234623656,
2018-11-19,QPB,0.220645833,
2018-11-20,QPB,0.213885417,
2018-11-21,QPB,0.214697917,
2018-11-22,QPB,0.203541667,
2018-11-23,QPB,0.199,
